previous_state,count,sex,age_group,education,marital_status,previous_state_code,previous_fips
Iowa,15242,All,All,High School Grad,All,IA,19
Iowa,17999,All,All,Some College,All,IA,19
Iowa,21470,All,All,Bachelor's Degree,All,IA,19
Iowa,7703,All,All,Graduate Degree,All,IA,19
Kansas,19724,All,All,Less than High School,All,KS,20
Kansas,16959,All,All,High School Grad,All,KS,20
Kansas,21994,All,All,Some College,All,KS,20
Kansas,20268,All,All,Bachelor's Degree,All,KS,20
Kansas,12959,All,All,Graduate Degree,All,KS,20
Kentucky,18772,All,All,Less than High School,All,KY,21
Kentucky,20523,All,All,High School Grad,All,KY,21
Kentucky,25931,All,All,Some College,All,KY,21
Kentucky,19460,All,All,Bachelor's Degree,All,KY,21
Kentucky,12801,All,All,Graduate Degree,All,KY,21
Louisiana,25733,All,All,Less than High School,All,LA,22
Louisiana,23050,All,All,High School Grad,All,LA,22
Louisiana,25819,All,All,Some College,All,LA,22
Louisiana,16207,All,All,Bachelor's Degree,All,LA,22
Louisiana,9049,All,All,Graduate Degree,All,LA,22
Maine,3903,All,All,Less than High School,All,ME,23
Maine,4399,All,All,High School Grad,All,ME,23
Maine,9600,All,All,Some College,All,ME,23
Maine,6707,All,All,Bachelor's Degree,All,ME,23
Maine,3515,All,All,Graduate Degree,All,ME,23
Maryland,34756,All,All,Less than High School,All,MD,24
Maryland,31486,All,All,High School Grad,All,MD,24
Maryland,49954,All,All,Some College,All,MD,24
Maryland,49962,All,All,Bachelor's Degree,All,MD,24
Maryland,33352,All,All,Graduate Degree,All,MD,24
Massachusetts,21969,All,All,Less than High School,All,MA,25
Massachusetts,26736,All,All,High School Grad,All,MA,25
Massachusetts,43559,All,All,Some College,All,MA,25
Massachusetts,51330,All,All,Bachelor's Degree,All,MA,25
Massachusetts,40674,All,All,Graduate Degree,All,MA,25
Michigan,28307,All,All,Less than High School,All,MI,26
Michigan,28247,All,All,High School Grad,All,MI,26
Michigan,38039,All,All,Some College,All,MI,26
Michigan,39517,All,All,Bachelor's Degree,All,MI,26
Michigan,21286,All,All,Graduate Degree,All,MI,26
Minnesota,15375,All,All,Less than High School,All,MN,27
Minnesota,17847,All,All,High School Grad,All,MN,27
Minnesota,31701,All,All,Some College,All,MN,27
Minnesota,28471,All,All,Bachelor's Degree,All,MN,27
Minnesota,15013,All,All,Graduate Degree,All,MN,27
Mississippi,11587,All,All,Less than High School,All,MS,28
Mississippi,14886,All,All,High School Grad,All,MS,28
Mississippi,12534,All,All,Some College,All,MS,28
Mississippi,9901,All,All,Bachelor's Degree,All,MS,28
Mississippi,7622,All,All,Graduate Degree,All,MS,28
Missouri,35121,All,All,Less than High School,All,MO,29
Missouri,23443,All,All,High School Grad,All,MO,29
Missouri,36091,All,All,Some College,All,MO,29
Missouri,29464,All,All,Bachelor's Degree,All,MO,29
Missouri,21001,All,All,Graduate Degree,All,MO,29
Montana,8225,All,All,Less than High School,All,MT,30
Montana,9099,All,All,High School Grad,All,MT,30
Montana,8744,All,All,Some College,All,MT,30
Montana,8944,All,All,Bachelor's Degree,All,MT,30
Montana,4877,All,All,Graduate Degree,All,MT,30
Nebraska,12397,All,All,Less than High School,All,NE,31
Nebraska,10356,All,All,High School Grad,All,NE,31
Nebraska,13191,All,All,Some College,All,NE,31
Nebraska,9082,All,All,Bachelor's Degree,All,NE,31
Nebraska,5078,All,All,Graduate Degree,All,NE,31
Nevada,23818,All,All,Less than High School,All,NV,32
Nevada,23455,All,All,High School Grad,All,NV,32
Nevada,29548,All,All,Some College,All,NV,32
Nevada,19405,All,All,Bachelor's Degree,All,NV,32
Nevada,10452,All,All,Graduate Degree,All,NV,32
New Hampshire,8897,All,All,Less than High School,All,NH,33
New Hampshire,11818,All,All,High School Grad,All,NH,33
New Hampshire,12751,All,All,Some College,All,NH,33
New Hampshire,9538,All,All,Bachelor's Degree,All,NH,33
New Hampshire,7402,All,All,Graduate Degree,All,NH,33
New Jersey,36571,All,All,Less than High School,All,NJ,34
New Jersey,37284,All,All,High School Grad,All,NJ,34
New Jersey,53785,All,All,Some College,All,NJ,34
New Jersey,58011,All,All,Bachelor's Degree,All,NJ,34
New Jersey,34067,All,All,Graduate Degree,All,NJ,34
New Mexico,17438,All,All,Less than High School,All,NM,35
New Mexico,10327,All,All,High School Grad,All,NM,35
New Mexico,18551,All,All,Some College,All,NM,35
New Mexico,11728,All,All,Bachelor's Degree,All,NM,35
New Mexico,8164,All,All,Graduate Degree,All,NM,35
New York,104697,All,All,Less than High School,All,NY,36
New York,86871,All,All,High School Grad,All,NY,36
New York,102201,All,All,Some College,All,NY,36
New York,116308,All,All,Bachelor's Degree,All,NY,36
New York,79464,All,All,Graduate Degree,All,NY,36
North Carolina,49555,All,All,Less than High School,All,NC,37
North Carolina,47773,All,All,High School Grad,All,NC,37
North Carolina,55296,All,All,Some College,All,NC,37
North Carolina,51371,All,All,Bachelor's Degree,All,NC,37
North Carolina,29142,All,All,Graduate Degree,All,NC,37
North Dakota,4678,All,All,Less than High School,All,ND,38
North Dakota,5028,All,All,High School Grad,All,ND,38
North Dakota,4036,All,All,Some College,All,ND,38
North Dakota,6555,All,All,Bachelor's Degree,All,ND,38
North Dakota,2104,All,All,Graduate Degree,All,ND,38
Ohio,33378,All,All,Less than High School,All,OH,39
Ohio,34415,All,All,High School Grad,All,OH,39
Ohio,44969,All,All,Some College,All,OH,39
Ohio,46359,All,All,Bachelor's Degree,All,OH,39
Ohio,30623,All,All,Graduate Degree,All,OH,39
Oklahoma,21780,All,All,Less than High School,All,OK,40
Oklahoma,16869,All,All,High School Grad,All,OK,40
Oklahoma,19692,All,All,Some College,All,OK,40
Oklahoma,18474,All,All,Bachelor's Degree,All,OK,40
Oklahoma,8966,All,All,Graduate Degree,All,OK,40
Oregon,25364,All,All,Less than High School,All,OR,41
Oregon,22506,All,All,High School Grad,All,OR,41
Oregon,36369,All,All,Some College,All,OR,41
Oregon,32090,All,All,Bachelor's Degree,All,OR,41
Oregon,14558,All,All,Graduate Degree,All,OR,41
Pennsylvania,49229,All,All,Less than High School,All,PA,42
Pennsylvania,51742,All,All,High School Grad,All,PA,42
Pennsylvania,63382,All,All,Some College,All,PA,42
Pennsylvania,65749,All,All,Bachelor's Degree,All,PA,42
Pennsylvania,39563,All,All,Graduate Degree,All,PA,42
Puerto Rico,11185,All,All,Less than High School,All,PR,72
Puerto Rico,11762,All,All,High School Grad,All,PR,72
Puerto Rico,9867,All,All,Some College,All,PR,72
Puerto Rico,8524,All,All,Bachelor's Degree,All,PR,72
Puerto Rico,3637,All,All,Graduate Degree,All,PR,72
Rhode Island,5353,All,All,Less than High School,All,RI,44
Rhode Island,5348,All,All,High School Grad,All,RI,44
Rhode Island,7871,All,All,Some College,All,RI,44
Rhode Island,7409,All,All,Bachelor's Degree,All,RI,44
Rhode Island,7252,All,All,Graduate Degree,All,RI,44
South Carolina,25812,All,All,Less than High School,All,SC,45
South Carolina,26995,All,All,High School Grad,All,SC,45
South Carolina,33534,All,All,Some College,All,SC,45
South Carolina,32854,All,All,Bachelor's Degree,All,SC,45
South Carolina,16151,All,All,Graduate Degree,All,SC,45
South Dakota,6943,All,All,Less than High School,All,SD,46
South Dakota,5516,All,All,High School Grad,All,SD,46
South Dakota,7920,All,All,Some College,All,SD,46
South Dakota,4945,All,All,Bachelor's Degree,All,SD,46
South Dakota,1694,All,All,Graduate Degree,All,SD,46
Tennessee,40975,All,All,Less than High School,All,TN,47
Tennessee,33250,All,All,High School Grad,All,TN,47
Tennessee,45874,All,All,Some College,All,TN,47
Tennessee,39463,All,All,Bachelor's Degree,All,TN,47
Tennessee,21836,All,All,Graduate Degree,All,TN,47
Texas,103549,All,All,Less than High School,All,TX,48
Texas,87580,All,All,High School Grad,All,TX,48
Texas,128919,All,All,Some College,All,TX,48
Texas,103134,All,All,Bachelor's Degree,All,TX,48
Texas,55772,All,All,Graduate Degree,All,TX,48
Utah,21863,All,All,Less than High School,All,UT,49
Utah,16386,All,All,High School Grad,All,UT,49
Utah,20104,All,All,Some College,All,UT,49
Utah,27699,All,All,Bachelor's Degree,All,UT,49
Utah,11433,All,All,Graduate Degree,All,UT,49
Vermont,1558,All,All,Less than High School,All,VT,50
Vermont,2986,All,All,High School Grad,All,VT,50
Vermont,5087,All,All,Some College,All,VT,50
Vermont,7204,All,All,Bachelor's Degree,All,VT,50
Vermont,2452,All,All,Graduate Degree,All,VT,50
Virginia,52871,All,All,Less than High School,All,VA,51
Virginia,39925,All,All,High School Grad,All,VA,51
Virginia,59004,All,All,Some College,All,VA,51
Virginia,59276,All,All,Bachelor's Degree,All,VA,51
Virginia,47041,All,All,Graduate Degree,All,VA,51
Washington,41188,All,All,Less than High School,All,WA,53
Washington,38991,All,All,High School Grad,All,WA,53
Washington,64229,All,All,Some College,All,WA,53
Washington,53033,All,All,Bachelor's Degree,All,WA,53
Washington,26494,All,All,Graduate Degree,All,WA,53
West Virginia,10372,All,All,Less than High School,All,WV,54
West Virginia,11320,All,All,High School Grad,All,WV,54
West Virginia,9529,All,All,Some College,All,WV,54
West Virginia,7542,All,All,Bachelor's Degree,All,WV,54
West Virginia,3876,All,All,Graduate Degree,All,WV,54
Wisconsin,15908,All,All,Less than High School,All,WI,55
Wisconsin,21177,All,All,High School Grad,All,WI,55
Wisconsin,21922,All,All,Some College,All,WI,55
Wisconsin,24707,All,All,Bachelor's Degree,All,WI,55
Wisconsin,12164,All,All,Graduate Degree,All,WI,55
Wyoming,4737,All,All,Less than High School,All,WY,56
Wyoming,3828,All,All,High School Grad,All,WY,56
Wyoming,7973,All,All,Some College,All,WY,56
Wyoming,5634,All,All,Bachelor's Degree,All,WY,56
Wyoming,2748,All,All,Graduate Degree,All,WY,56
Alabama,53662,All,All,All,Never Married,AL,1
Alabama,32182,All,All,All,Married,AL,1
Alabama,12454,All,All,All,Divorced/Separated,AL,1
Alabama,3572,All,All,All,Widowed,AL,1
Alaska,19882,All,All,All,Never Married,AK,2
Alaska,12154,All,All,All,Married,AK,2
Alaska,3748,All,All,All,Divorced/Separated,AK,2
Alaska,422,All,All,All,Widowed,AK,2
Arizona,96276,All,All,All,Never Married,AZ,4
Arizona,68353,All,All,All,Married,AZ,4
Arizona,22780,All,All,All,Divorced/Separated,AZ,4
Arizona,6348,All,All,All,Widowed,AZ,4
Arkansas,35611,All,All,All,Never Married,AR,5
Arkansas,18835,All,All,All,Married,AR,5
Arkansas,8372,All,All,All,Divorced/Separated,AR,5
Arkansas,2393,All,All,All,Widowed,AR,5
California,366264,All,All,All,Never Married,CA,6
California,234893,All,All,All,Married,CA,6
California,63730,All,All,All,Divorced/Separated,CA,6
California,17711,All,All,All,Widowed,CA,6
Colorado,117012,All,All,All,Never Married,CO,8
Colorado,67175,All,All,All,Married,CO,8
Colorado,18698,All,All,All,Divorced/Separated,CO,8
Colorado,6167,All,All,All,Widowed,CO,8
Connecticut,56145,All,All,All,Never Married,CT,9
Connecticut,26693,All,All,All,Married,CT,9
Connecticut,7621,All,All,All,Divorced/Separated,CT,9
Connecticut,2384,All,All,All,Widowed,CT,9
Delaware,14926,All,All,All,Never Married,DE,10
Delaware,11764,All,All,All,Married,DE,10
Delaware,2005,All,All,All,Divorced/Separated,DE,10
Delaware,842,All,All,All,Widowed,DE,10
District of Columbia,40800,All,All,All,Never Married,DC,11
District of Columbia,20065,All,All,All,Married,DC,11
District of Columbia,4123,All,All,All,Divorced/Separated,DC,11
District of Columbia,1046,All,All,All,Widowed,DC,11
Florida,245439,All,All,All,Never Married,FL,12
Florida,177286,All,All,All,Married,FL,12
Florida,62238,All,All,All,Divorced/Separated,FL,12
Florida,18798,All,All,All,Widowed,FL,12
Georgia,153435,All,All,All,Never Married,GA,13
Georgia,70294,All,All,All,Married,GA,13
Georgia,22655,All,All,All,Divorced/Separated,GA,13
Georgia,3725,All,All,All,Widowed,GA,13
Hawaii,31812,All,All,All,Never Married,HI,15
Hawaii,21167,All,All,All,Married,HI,15
Hawaii,3294,All,All,All,Divorced/Separated,HI,15
Hawaii,356,All,All,All,Widowed,HI,15
Idaho,31330,All,All,All,Never Married,ID,16
Idaho,25281,All,All,All,Married,ID,16
Idaho,5719,All,All,All,Divorced/Separated,ID,16
Idaho,897,All,All,All,Widowed,ID,16
Illinois,181396,All,All,All,Never Married,IL,17
Illinois,86485,All,All,All,Married,IL,17
Illinois,20448,All,All,All,Divorced/Separated,IL,17
Illinois,7521,All,All,All,Widowed,IL,17
Indiana,68721,All,All,All,Never Married,IN,18
Indiana,34474,All,All,All,Married,IN,18
Indiana,10655,All,All,All,Divorced/Separated,IN,18
Indiana,2718,All,All,All,Widowed,IN,18
Iowa,43179,All,All,All,Never Married,IA,19
Iowa,22810,All,All,All,Married,IA,19
Iowa,7051,All,All,All,Divorced/Separated,IA,19
Iowa,2380,All,All,All,Widowed,IA,19
Kansas,49472,All,All,All,Never Married,KS,20
Kansas,31518,All,All,All,Married,KS,20
Kansas,8967,All,All,All,Divorced/Separated,KS,20
Kansas,1947,All,All,All,Widowed,KS,20
Kentucky,52773,All,All,All,Never Married,KY,21
Kentucky,31764,All,All,All,Married,KY,21
Kentucky,10558,All,All,All,Divorced/Separated,KY,21
Kentucky,2392,All,All,All,Widowed,KY,21
Louisiana,59319,All,All,All,Never Married,LA,22
Louisiana,28667,All,All,All,Married,LA,22
Louisiana,9530,All,All,All,Divorced/Separated,LA,22
Louisiana,2342,All,All,All,Widowed,LA,22
Maine,16518,All,All,All,Never Married,ME,23
Maine,7955,All,All,All,Married,ME,23
Maine,2856,All,All,All,Divorced/Separated,ME,23
Maine,795,All,All,All,Widowed,ME,23
Maryland,113076,All,All,All,Never Married,MD,24
Maryland,62318,All,All,All,Married,MD,24
Maryland,19067,All,All,All,Divorced/Separated,MD,24
Maryland,5049,All,All,All,Widowed,MD,24
Massachusetts,116265,All,All,All,Never Married,MA,25
Massachusetts,55144,All,All,All,Married,MA,25
Massachusetts,9756,All,All,All,Divorced/Separated,MA,25
Massachusetts,3103,All,All,All,Widowed,MA,25
Michigan,81307,All,All,All,Never Married,MI,26
Michigan,52932,All,All,All,Married,MI,26
Michigan,16158,All,All,All,Divorced/Separated,MI,26
Michigan,4999,All,All,All,Widowed,MI,26
Minnesota,66575,All,All,All,Never Married,MN,27
Minnesota,32625,All,All,All,Married,MN,27
Minnesota,7378,All,All,All,Divorced/Separated,MN,27
Minnesota,1829,All,All,All,Widowed,MN,27
Mississippi,32659,All,All,All,Never Married,MS,28
Mississippi,16633,All,All,All,Married,MS,28
Mississippi,5206,All,All,All,Divorced/Separated,MS,28
Mississippi,2032,All,All,All,Widowed,MS,28
Missouri,82917,All,All,All,Never Married,MO,29
Missouri,44761,All,All,All,Married,MO,29
Missouri,11914,All,All,All,Divorced/Separated,MO,29
Missouri,5528,All,All,All,Widowed,MO,29
Montana,22974,All,All,All,Never Married,MT,30
Montana,11079,All,All,All,Married,MT,30
Montana,4272,All,All,All,Divorced/Separated,MT,30
Montana,1564,All,All,All,Widowed,MT,30
Nebraska,29111,All,All,All,Never Married,NE,31
Nebraska,14568,All,All,All,Married,NE,31
Nebraska,4396,All,All,All,Divorced/Separated,NE,31
Nebraska,2029,All,All,All,Widowed,NE,31
Nevada,56348,All,All,All,Never Married,NV,32
Nevada,34894,All,All,All,Married,NV,32
Nevada,11149,All,All,All,Divorced/Separated,NV,32
Nevada,4287,All,All,All,Widowed,NV,32
New Hampshire,28830,All,All,All,Never Married,NH,33
New Hampshire,14414,All,All,All,Married,NH,33
New Hampshire,5806,All,All,All,Divorced/Separated,NH,33
New Hampshire,1356,All,All,All,Widowed,NH,33
New Jersey,131261,All,All,All,Never Married,NJ,34
New Jersey,69816,All,All,All,Married,NJ,34
New Jersey,14291,All,All,All,Divorced/Separated,NJ,34
New Jersey,4350,All,All,All,Widowed,NJ,34
New Mexico,36548,All,All,All,Never Married,NM,35
New Mexico,22902,All,All,All,Married,NM,35
New Mexico,5624,All,All,All,Divorced/Separated,NM,35
New Mexico,1134,All,All,All,Widowed,NM,35
New York,278786,All,All,All,Never Married,NY,36
New York,160831,All,All,All,Married,NY,36
New York,39925,All,All,All,Divorced/Separated,NY,36
New York,9999,All,All,All,Widowed,NY,36
North Carolina,133680,All,All,All,Never Married,NC,37
North Carolina,71570,All,All,All,Married,NC,37
North Carolina,22517,All,All,All,Divorced/Separated,NC,37
North Carolina,5370,All,All,All,Widowed,NC,37
North Dakota,14858,All,All,All,Never Married,ND,38
North Dakota,5186,All,All,All,Married,ND,38
North Dakota,1887,All,All,All,Divorced/Separated,ND,38
North Dakota,470,All,All,All,Widowed,ND,38
Ohio,109138,All,All,All,Never Married,OH,39
Ohio,60249,All,All,All,Married,OH,39
Ohio,14791,All,All,All,Divorced/Separated,OH,39
Ohio,5566,All,All,All,Widowed,OH,39
Oklahoma,46859,All,All,All,Never Married,OK,40
Oklahoma,25910,All,All,All,Married,OK,40
Oklahoma,9551,All,All,All,Divorced/Separated,OK,40
Oklahoma,3461,All,All,All,Widowed,OK,40
Oregon,70275,All,All,All,Never Married,OR,41
Oregon,41158,All,All,All,Married,OR,41
Oregon,14247,All,All,All,Divorced/Separated,OR,41
Oregon,5207,All,All,All,Widowed,OR,41
Pennsylvania,160512,All,All,All,Never Married,PA,42
Pennsylvania,81757,All,All,All,Married,PA,42
Pennsylvania,20275,All,All,All,Divorced/Separated,PA,42
Pennsylvania,7121,All,All,All,Widowed,PA,42
Puerto Rico,24516,All,All,All,Never Married,PR,72
Puerto Rico,12850,All,All,All,Married,PR,72
Puerto Rico,6079,All,All,All,Divorced/Separated,PR,72
Puerto Rico,1530,All,All,All,Widowed,PR,72
Rhode Island,20255,All,All,All,Never Married,RI,44
Rhode Island,9965,All,All,All,Married,RI,44
Rhode Island,2161,All,All,All,Divorced/Separated,RI,44
Rhode Island,852,All,All,All,Widowed,RI,44
South Carolina,75192,All,All,All,Never Married,SC,45
South Carolina,43872,All,All,All,Married,SC,45
South Carolina,12246,All,All,All,Divorced/Separated,SC,45
South Carolina,4036,All,All,All,Widowed,SC,45
South Dakota,13341,All,All,All,Never Married,SD,46
South Dakota,11400,All,All,All,Married,SD,46
South Dakota,1564,All,All,All,Divorced/Separated,SD,46
South Dakota,713,All,All,All,Widowed,SD,46
Tennessee,95547,All,All,All,Never Married,TN,47
Tennessee,60703,All,All,All,Married,TN,47
Tennessee,19853,All,All,All,Divorced/Separated,TN,47
Tennessee,5295,All,All,All,Widowed,TN,47
Texas,269805,All,All,All,Never Married,TX,48
Texas,156167,All,All,All,Married,TX,48
Texas,44912,All,All,All,Divorced/Separated,TX,48
Texas,8070,All,All,All,Widowed,TX,48
Utah,54383,All,All,All,Never Married,UT,49
Utah,36385,All,All,All,Married,UT,49
Utah,5979,All,All,All,Divorced/Separated,UT,49
Utah,738,All,All,All,Widowed,UT,49
Vermont,13751,All,All,All,Never Married,VT,50
Vermont,3061,All,All,All,Married,VT,50
Vermont,1732,All,All,All,Divorced/Separated,VT,50
Vermont,743,All,All,All,Widowed,VT,50
Virginia,142485,All,All,All,Never Married,VA,51
Virginia,93924,All,All,All,Married,VA,51
Virginia,16358,All,All,All,Divorced/Separated,VA,51
Virginia,5350,All,All,All,Widowed,VA,51
Washington,113228,All,All,All,Never Married,WA,53
Washington,85370,All,All,All,Married,WA,53
Washington,20644,All,All,All,Divorced/Separated,WA,53
Washington,4693,All,All,All,Widowed,WA,53
West Virginia,22694,All,All,All,Never Married,WV,54
West Virginia,12023,All,All,All,Married,WV,54
West Virginia,5605,All,All,All,Divorced/Separated,WV,54
West Virginia,2317,All,All,All,Widowed,WV,54
Wisconsin,57697,All,All,All,Never Married,WI,55
Wisconsin,29041,All,All,All,Married,WI,55
Wisconsin,5427,All,All,All,Divorced/Separated,WI,55
Wisconsin,3713,All,All,All,Widowed,WI,55
Wyoming,14062,All,All,All,Never Married,WY,56
Wyoming,7592,All,All,All,Married,WY,56
Wyoming,2718,All,All,All,Divorced/Separated,WY,56
Wyoming,548,All,All,All,Widowed,WY,56
Alabama,7086,Female,0-17,All,All,AL,1
Alabama,11929,Female,18-24,All,All,AL,1
Alabama,11298,Female,25-34,All,All,AL,1
Alabama,7517,Female,35-44,All,All,AL,1
Alabama,2538,Female,45-54,All,All,AL,1
Alabama,3684,Female,55-64,All,All,AL,1
Alabama,5735,Female,65+,All,All,AL,1
Alabama,7112,Male,0-17,All,All,AL,1
Alabama,13134,Male,18-24,All,All,AL,1
Alabama,13259,Male,25-34,All,All,AL,1
Alabama,5774,Male,35-44,All,All,AL,1
Alabama,3989,Male,45-54,All,All,AL,1
Alabama,3765,Male,55-64,All,All,AL,1
Alabama,5050,Male,65+,All,All,AL,1
Alaska,3454,Female,0-17,All,All,AK,2
Alaska,3800,Female,18-24,All,All,AK,2
Alaska,3088,Female,25-34,All,All,AK,2
Alaska,2213,Female,35-44,All,All,AK,2
Alaska,1424,Female,45-54,All,All,AK,2
Alaska,1135,Female,55-64,All,All,AK,2
Alaska,1431,Female,65+,All,All,AK,2
Alaska,3712,Male,0-17,All,All,AK,2
Alaska,2660,Male,18-24,All,All,AK,2
Alaska,5742,Male,25-34,All,All,AK,2
Alaska,3040,Male,35-44,All,All,AK,2
Alaska,1498,Male,45-54,All,All,AK,2
Alaska,790,Male,55-64,All,All,AK,2
Alaska,2219,Male,65+,All,All,AK,2
Arizona,14432,Female,0-17,All,All,AZ,4
