current_state,count,sex,age_group,education,marital_status,current_state_code,current_fips
Kentucky,22814,All,All,High School Grad,All,KY,21
Kentucky,30729,All,All,Some College,All,KY,21
Kentucky,17931,All,All,Bachelor's Degree,All,KY,21
Kentucky,7579,All,All,Graduate Degree,All,KY,21
Louisiana,17009,All,All,Less than High School,All,LA,22
Louisiana,16161,All,All,High School Grad,All,LA,22
Louisiana,16794,All,All,Some College,All,LA,22
Louisiana,9756,All,All,Bachelor's Degree,All,LA,22
Louisiana,6754,All,All,Graduate Degree,All,LA,22
Maine,4350,All,All,Less than High School,All,ME,23
Maine,5956,All,All,High School Grad,All,ME,23
Maine,10442,All,All,Some College,All,ME,23
Maine,8685,All,All,Bachelor's Degree,All,ME,23
Maine,6731,All,All,Graduate Degree,All,ME,23
Maryland,32490,All,All,Less than High School,All,MD,24
Maryland,23467,All,All,High School Grad,All,MD,24
Maryland,31455,All,All,Some College,All,MD,24
Maryland,37309,All,All,Bachelor's Degree,All,MD,24
Maryland,36277,All,All,Graduate Degree,All,MD,24
Massachusetts,20872,All,All,Less than High School,All,MA,25
Massachusetts,20271,All,All,High School Grad,All,MA,25
Massachusetts,33228,All,All,Some College,All,MA,25
Massachusetts,44369,All,All,Bachelor's Degree,All,MA,25
Massachusetts,32217,All,All,Graduate Degree,All,MA,25
Michigan,19879,All,All,Less than High School,All,MI,26
Michigan,28571,All,All,High School Grad,All,MI,26
Michigan,36231,All,All,Some College,All,MI,26
Michigan,27662,All,All,Bachelor's Degree,All,MI,26
Michigan,20276,All,All,Graduate Degree,All,MI,26
Minnesota,15976,All,All,Less than High School,All,MN,27
Minnesota,18991,All,All,High School Grad,All,MN,27
Minnesota,24045,All,All,Some College,All,MN,27
Minnesota,24301,All,All,Bachelor's Degree,All,MN,27
Minnesota,13753,All,All,Graduate Degree,All,MN,27
Mississippi,15258,All,All,Less than High School,All,MS,28
Mississippi,12198,All,All,High School Grad,All,MS,28
Mississippi,18281,All,All,Some College,All,MS,28
Mississippi,11775,All,All,Bachelor's Degree,All,MS,28
Mississippi,4375,All,All,Graduate Degree,All,MS,28
Missouri,31001,All,All,Less than High School,All,MO,29
Missouri,35102,All,All,High School Grad,All,MO,29
Missouri,37420,All,All,Some College,All,MO,29
Missouri,27548,All,All,Bachelor's Degree,All,MO,29
Missouri,15064,All,All,Graduate Degree,All,MO,29
Montana,6380,All,All,Less than High School,All,MT,30
Montana,9610,All,All,High School Grad,All,MT,30
Montana,10025,All,All,Some College,All,MT,30
Montana,9854,All,All,Bachelor's Degree,All,MT,30
Montana,4412,All,All,Graduate Degree,All,MT,30
Nebraska,14975,All,All,Less than High School,All,NE,31
Nebraska,8607,All,All,High School Grad,All,NE,31
Nebraska,12697,All,All,Some College,All,NE,31
Nebraska,9749,All,All,Bachelor's Degree,All,NE,31
Nebraska,6378,All,All,Graduate Degree,All,NE,31
Nevada,28952,All,All,Less than High School,All,NV,32
Nevada,25771,All,All,High School Grad,All,NV,32
Nevada,33606,All,All,Some College,All,NV,32
Nevada,25659,All,All,Bachelor's Degree,All,NV,32
Nevada,11683,All,All,Graduate Degree,All,NV,32
New Hampshire,4732,All,All,Less than High School,All,NH,33
New Hampshire,6474,All,All,High School Grad,All,NH,33
New Hampshire,9128,All,All,Some College,All,NH,33
New Hampshire,10839,All,All,Bachelor's Degree,All,NH,33
New Hampshire,5572,All,All,Graduate Degree,All,NH,33
New Jersey,29130,All,All,Less than High School,All,NJ,34
New Jersey,22075,All,All,High School Grad,All,NJ,34
New Jersey,25119,All,All,Some College,All,NJ,34
New Jersey,47143,All,All,Bachelor's Degree,All,NJ,34
New Jersey,29527,All,All,Graduate Degree,All,NJ,34
New Mexico,17598,All,All,Less than High School,All,NM,35
New Mexico,13022,All,All,High School Grad,All,NM,35
New Mexico,16522,All,All,Some College,All,NM,35
New Mexico,13943,All,All,Bachelor's Degree,All,NM,35
New Mexico,8220,All,All,Graduate Degree,All,NM,35
New York,41346,All,All,Less than High School,All,NY,36
New York,45999,All,All,High School Grad,All,NY,36
New York,72536,All,All,Some College,All,NY,36
New York,88744,All,All,Bachelor's Degree,All,NY,36
New York,57743,All,All,Graduate Degree,All,NY,36
North Carolina,74740,All,All,Less than High School,All,NC,37
North Carolina,62580,All,All,High School Grad,All,NC,37
North Carolina,79369,All,All,Some College,All,NC,37
North Carolina,79993,All,All,Bachelor's Degree,All,NC,37
North Carolina,47737,All,All,Graduate Degree,All,NC,37
North Dakota,5185,All,All,Less than High School,All,ND,38
North Dakota,6485,All,All,High School Grad,All,ND,38
North Dakota,12183,All,All,Some College,All,ND,38
North Dakota,3857,All,All,Bachelor's Degree,All,ND,38
North Dakota,3133,All,All,Graduate Degree,All,ND,38
Ohio,38242,All,All,Less than High School,All,OH,39
Ohio,33299,All,All,High School Grad,All,OH,39
Ohio,46926,All,All,Some College,All,OH,39
Ohio,37062,All,All,Bachelor's Degree,All,OH,39
Ohio,27944,All,All,Graduate Degree,All,OH,39
Oklahoma,28759,All,All,Less than High School,All,OK,40
Oklahoma,22944,All,All,High School Grad,All,OK,40
Oklahoma,32557,All,All,Some College,All,OK,40
Oklahoma,15602,All,All,Bachelor's Degree,All,OK,40
Oklahoma,11355,All,All,Graduate Degree,All,OK,40
Oregon,17940,All,All,Less than High School,All,OR,41
Oregon,20208,All,All,High School Grad,All,OR,41
Oregon,37409,All,All,Some College,All,OR,41
Oregon,33131,All,All,Bachelor's Degree,All,OR,41
Oregon,17350,All,All,Graduate Degree,All,OR,41
Pennsylvania,40187,All,All,Less than High School,All,PA,42
Pennsylvania,48179,All,All,High School Grad,All,PA,42
Pennsylvania,61082,All,All,Some College,All,PA,42
Pennsylvania,55854,All,All,Bachelor's Degree,All,PA,42
Pennsylvania,33743,All,All,Graduate Degree,All,PA,42
Rhode Island,3527,All,All,Less than High School,All,RI,44
Rhode Island,6075,All,All,High School Grad,All,RI,44
Rhode Island,7018,All,All,Some College,All,RI,44
Rhode Island,8697,All,All,Bachelor's Degree,All,RI,44
Rhode Island,5581,All,All,Graduate Degree,All,RI,44
South Carolina,42075,All,All,Less than High School,All,SC,45
South Carolina,45616,All,All,High School Grad,All,SC,45
South Carolina,58992,All,All,Some College,All,SC,45
South Carolina,43360,All,All,Bachelor's Degree,All,SC,45
South Carolina,17894,All,All,Graduate Degree,All,SC,45
South Dakota,7493,All,All,Less than High School,All,SD,46
South Dakota,5399,All,All,High School Grad,All,SD,46
South Dakota,7819,All,All,Some College,All,SD,46
South Dakota,5270,All,All,Bachelor's Degree,All,SD,46
South Dakota,2427,All,All,Graduate Degree,All,SD,46
Tennessee,47260,All,All,Less than High School,All,TN,47
Tennessee,41434,All,All,High School Grad,All,TN,47
Tennessee,53728,All,All,Some College,All,TN,47
Tennessee,43327,All,All,Bachelor's Degree,All,TN,47
Tennessee,23729,All,All,Graduate Degree,All,TN,47
Texas,162707,All,All,Less than High School,All,TX,48
Texas,111128,All,All,High School Grad,All,TX,48
Texas,136359,All,All,Some College,All,TX,48
Texas,136050,All,All,Bachelor's Degree,All,TX,48
Texas,77214,All,All,Graduate Degree,All,TX,48
Utah,15989,All,All,Less than High School,All,UT,49
Utah,15673,All,All,High School Grad,All,UT,49
Utah,31582,All,All,Some College,All,UT,49
Utah,17398,All,All,Bachelor's Degree,All,UT,49
Utah,9255,All,All,Graduate Degree,All,UT,49
Vermont,2487,All,All,Less than High School,All,VT,50
Vermont,3753,All,All,High School Grad,All,VT,50
Vermont,8483,All,All,Some College,All,VT,50
Vermont,7619,All,All,Bachelor's Degree,All,VT,50
Vermont,1602,All,All,Graduate Degree,All,VT,50
Virginia,55464,All,All,Less than High School,All,VA,51
Virginia,48929,All,All,High School Grad,All,VA,51
Virginia,64599,All,All,Some College,All,VA,51
Virginia,69087,All,All,Bachelor's Degree,All,VA,51
Virginia,40218,All,All,Graduate Degree,All,VA,51
Washington,36423,All,All,Less than High School,All,WA,53
Washington,35766,All,All,High School Grad,All,WA,53
Washington,51418,All,All,Some College,All,WA,53
Washington,56188,All,All,Bachelor's Degree,All,WA,53
Washington,37676,All,All,Graduate Degree,All,WA,53
West Virginia,6771,All,All,Less than High School,All,WV,54
West Virginia,11485,All,All,High School Grad,All,WV,54
West Virginia,12659,All,All,Some College,All,WV,54
West Virginia,5673,All,All,Bachelor's Degree,All,WV,54
West Virginia,3841,All,All,Graduate Degree,All,WV,54
Wisconsin,15217,All,All,Less than High School,All,WI,55
Wisconsin,22895,All,All,High School Grad,All,WI,55
Wisconsin,33445,All,All,Some College,All,WI,55
Wisconsin,28377,All,All,Bachelor's Degree,All,WI,55
Wisconsin,14398,All,All,Graduate Degree,All,WI,55
Wyoming,3476,All,All,Less than High School,All,WY,56
Wyoming,6012,All,All,High School Grad,All,WY,56
Wyoming,5915,All,All,Some College,All,WY,56
Wyoming,4563,All,All,Bachelor's Degree,All,WY,56
Wyoming,3701,All,All,Graduate Degree,All,WY,56
Alabama,69935,All,All,All,Never Married,AL,1
Alabama,34674,All,All,All,Married,AL,1
Alabama,12849,All,All,All,Divorced/Separated,AL,1
Alabama,2849,All,All,All,Widowed,AL,1
Alaska,20958,All,All,All,Never Married,AK,2
Alaska,11858,All,All,All,Married,AK,2
Alaska,2388,All,All,All,Divorced/Separated,AK,2
Alaska,429,All,All,All,Widowed,AK,2
Arizona,130171,All,All,All,Never Married,AZ,4
Arizona,83825,All,All,All,Married,AZ,4
Arizona,27927,All,All,All,Divorced/Separated,AZ,4
Arizona,8803,All,All,All,Widowed,AZ,4
Arkansas,40518,All,All,All,Never Married,AR,5
Arkansas,24617,All,All,All,Married,AR,5
Arkansas,6948,All,All,All,Divorced/Separated,AR,5
Arkansas,3662,All,All,All,Widowed,AR,5
California,247802,All,All,All,Never Married,CA,6
California,132409,All,All,All,Married,CA,6
California,34055,All,All,All,Divorced/Separated,CA,6
California,10928,All,All,All,Widowed,CA,6
Colorado,132796,All,All,All,Never Married,CO,8
Colorado,85583,All,All,All,Married,CO,8
Colorado,17319,All,All,All,Divorced/Separated,CO,8
Colorado,4411,All,All,All,Widowed,CO,8
Connecticut,54627,All,All,All,Never Married,CT,9
Connecticut,28064,All,All,All,Married,CT,9
Connecticut,7630,All,All,All,Divorced/Separated,CT,9
Connecticut,2550,All,All,All,Widowed,CT,9
Delaware,19353,All,All,All,Never Married,DE,10
Delaware,13326,All,All,All,Married,DE,10
Delaware,3520,All,All,All,Divorced/Separated,DE,10
Delaware,2491,All,All,All,Widowed,DE,10
District of Columbia,45288,All,All,All,Never Married,DC,11
District of Columbia,8574,All,All,All,Married,DC,11
District of Columbia,2940,All,All,All,Divorced/Separated,DC,11
District of Columbia,1009,All,All,All,Widowed,DC,11
Florida,293626,All,All,All,Never Married,FL,12
Florida,273737,All,All,All,Married,FL,12
Florida,65538,All,All,All,Divorced/Separated,FL,12
Florida,20363,All,All,All,Widowed,FL,12
Georgia,172375,All,All,All,Never Married,GA,13
Georgia,102465,All,All,All,Married,GA,13
Georgia,30778,All,All,All,Divorced/Separated,GA,13
Georgia,7763,All,All,All,Widowed,GA,13
Hawaii,32189,All,All,All,Never Married,HI,15
Hawaii,24470,All,All,All,Married,HI,15
Hawaii,4335,All,All,All,Divorced/Separated,HI,15
Hawaii,520,All,All,All,Widowed,HI,15
Idaho,42711,All,All,All,Never Married,ID,16
Idaho,31018,All,All,All,Married,ID,16
Idaho,7062,All,All,All,Divorced/Separated,ID,16
Idaho,2177,All,All,All,Widowed,ID,16
Illinois,128479,All,All,All,Never Married,IL,17
Illinois,55793,All,All,All,Married,IL,17
Illinois,16875,All,All,All,Divorced/Separated,IL,17
Illinois,5481,All,All,All,Widowed,IL,17
Indiana,88512,All,All,All,Never Married,IN,18
Indiana,42907,All,All,All,Married,IN,18
Indiana,13119,All,All,All,Divorced/Separated,IN,18
Indiana,4127,All,All,All,Widowed,IN,18
Iowa,44219,All,All,All,Never Married,IA,19
Iowa,22273,All,All,All,Married,IA,19
Iowa,7142,All,All,All,Divorced/Separated,IA,19
Iowa,1865,All,All,All,Widowed,IA,19
Kansas,46630,All,All,All,Never Married,KS,20
Kansas,23349,All,All,All,Married,KS,20
Kansas,8154,All,All,All,Divorced/Separated,KS,20
Kansas,2632,All,All,All,Widowed,KS,20
Kentucky,50260,All,All,All,Never Married,KY,21
Kentucky,36667,All,All,All,Married,KY,21
Kentucky,13170,All,All,All,Divorced/Separated,KY,21
Kentucky,3432,All,All,All,Widowed,KY,21
Louisiana,35108,All,All,All,Never Married,LA,22
Louisiana,22184,All,All,All,Married,LA,22
Louisiana,7126,All,All,All,Divorced/Separated,LA,22
Louisiana,2056,All,All,All,Widowed,LA,22
Maine,17083,All,All,All,Never Married,ME,23
Maine,12895,All,All,All,Married,ME,23
Maine,4990,All,All,All,Divorced/Separated,ME,23
Maine,1196,All,All,All,Widowed,ME,23
Maryland,92469,All,All,All,Never Married,MD,24
Maryland,49926,All,All,All,Married,MD,24
Maryland,13315,All,All,All,Divorced/Separated,MD,24
Maryland,5288,All,All,All,Widowed,MD,24
Massachusetts,101046,All,All,All,Never Married,MA,25
Massachusetts,35833,All,All,All,Married,MA,25
Massachusetts,11140,All,All,All,Divorced/Separated,MA,25
Massachusetts,2938,All,All,All,Widowed,MA,25
Michigan,73522,All,All,All,Never Married,MI,26
Michigan,41132,All,All,All,Married,MI,26
Michigan,12714,All,All,All,Divorced/Separated,MI,26
Michigan,5251,All,All,All,Widowed,MI,26
Minnesota,59623,All,All,All,Never Married,MN,27
Minnesota,25186,All,All,All,Married,MN,27
Minnesota,10267,All,All,All,Divorced/Separated,MN,27
Minnesota,1990,All,All,All,Widowed,MN,27
Mississippi,33026,All,All,All,Never Married,MS,28
Mississippi,19200,All,All,All,Married,MS,28
Mississippi,8348,All,All,All,Divorced/Separated,MS,28
Mississippi,1313,All,All,All,Widowed,MS,28
Missouri,82392,All,All,All,Never Married,MO,29
Missouri,44525,All,All,All,Married,MO,29
Missouri,15035,All,All,All,Divorced/Separated,MO,29
Missouri,4183,All,All,All,Widowed,MO,29
Montana,19180,All,All,All,Never Married,MT,30
Montana,15778,All,All,All,Married,MT,30
Montana,3994,All,All,All,Divorced/Separated,MT,30
Montana,1329,All,All,All,Widowed,MT,30
Nebraska,30964,All,All,All,Never Married,NE,31
Nebraska,15604,All,All,All,Married,NE,31
Nebraska,4669,All,All,All,Divorced/Separated,NE,31
Nebraska,1169,All,All,All,Widowed,NE,31
Nevada,62419,All,All,All,Never Married,NV,32
Nevada,43295,All,All,All,Married,NV,32
Nevada,16342,All,All,All,Divorced/Separated,NV,32
Nevada,3615,All,All,All,Widowed,NV,32
New Hampshire,22183,All,All,All,Never Married,NH,33
New Hampshire,11231,All,All,All,Married,NH,33
New Hampshire,2522,All,All,All,Divorced/Separated,NH,33
New Hampshire,809,All,All,All,Widowed,NH,33
New Jersey,83183,All,All,All,Never Married,NJ,34
New Jersey,55551,All,All,All,Married,NJ,34
New Jersey,10390,All,All,All,Divorced/Separated,NJ,34
New Jersey,3870,All,All,All,Widowed,NJ,34
New Mexico,35371,All,All,All,Never Married,NM,35
New Mexico,22854,All,All,All,Married,NM,35
New Mexico,7959,All,All,All,Divorced/Separated,NM,35
New Mexico,3121,All,All,All,Widowed,NM,35
New York,211098,All,All,All,Never Married,NY,36
New York,69558,All,All,All,Married,NY,36
New York,21863,All,All,All,Divorced/Separated,NY,36
New York,3849,All,All,All,Widowed,NY,36
North Carolina,179839,All,All,All,Never Married,NC,37
North Carolina,126062,All,All,All,Married,NC,37
North Carolina,31197,All,All,All,Divorced/Separated,NC,37
North Carolina,7321,All,All,All,Widowed,NC,37
North Dakota,21699,All,All,All,Never Married,ND,38
North Dakota,7429,All,All,All,Married,ND,38
North Dakota,1414,All,All,All,Divorced/Separated,ND,38
North Dakota,301,All,All,All,Widowed,ND,38
Ohio,105425,All,All,All,Never Married,OH,39
Ohio,52490,All,All,All,Married,OH,39
Ohio,19620,All,All,All,Divorced/Separated,OH,39
Ohio,5938,All,All,All,Widowed,OH,39
Oklahoma,60588,All,All,All,Never Married,OK,40
Oklahoma,35176,All,All,All,Married,OK,40
Oklahoma,12692,All,All,All,Divorced/Separated,OK,40
Oklahoma,2761,All,All,All,Widowed,OK,40
Oregon,66652,All,All,All,Never Married,OR,41
Oregon,45710,All,All,All,Married,OR,41
Oregon,9428,All,All,All,Divorced/Separated,OR,41
Oregon,4248,All,All,All,Widowed,OR,41
Pennsylvania,150913,All,All,All,Never Married,PA,42
Pennsylvania,61693,All,All,All,Married,PA,42
Pennsylvania,21836,All,All,All,Divorced/Separated,PA,42
Pennsylvania,4603,All,All,All,Widowed,PA,42
Rhode Island,18778,All,All,All,Never Married,RI,44
Rhode Island,9660,All,All,All,Married,RI,44
Rhode Island,2290,All,All,All,Divorced/Separated,RI,44
Rhode Island,170,All,All,All,Widowed,RI,44
South Carolina,112988,All,All,All,Never Married,SC,45
South Carolina,74352,All,All,All,Married,SC,45
South Carolina,16726,All,All,All,Divorced/Separated,SC,45
South Carolina,3871,All,All,All,Widowed,SC,45
South Dakota,17008,All,All,All,Never Married,SD,46
South Dakota,6140,All,All,All,Married,SD,46
South Dakota,4465,All,All,All,Divorced/Separated,SD,46
South Dakota,795,All,All,All,Widowed,SD,46
Tennessee,112454,All,All,All,Never Married,TN,47
Tennessee,70569,All,All,All,Married,TN,47
Tennessee,20768,All,All,All,Divorced/Separated,TN,47
Tennessee,5687,All,All,All,Widowed,TN,47
Texas,339775,All,All,All,Never Married,TX,48
Texas,216382,All,All,All,Married,TX,48
Texas,49256,All,All,All,Divorced/Separated,TX,48
Texas,18045,All,All,All,Widowed,TX,48
Utah,55917,All,All,All,Never Married,UT,49
Utah,28514,All,All,All,Married,UT,49
Utah,4365,All,All,All,Divorced/Separated,UT,49
Utah,1101,All,All,All,Widowed,UT,49
Vermont,16342,All,All,All,Never Married,VT,50
Vermont,5289,All,All,All,Married,VT,50
Vermont,2105,All,All,All,Divorced/Separated,VT,50
Vermont,208,All,All,All,Widowed,VT,50
Virginia,157719,All,All,All,Never Married,VA,51
Virginia,88464,All,All,All,Married,VA,51
Virginia,25761,All,All,All,Divorced/Separated,VA,51
Virginia,6353,All,All,All,Widowed,VA,51
Washington,122201,All,All,All,Never Married,WA,53
Washington,72541,All,All,All,Married,WA,53
Washington,18208,All,All,All,Divorced/Separated,WA,53
Washington,4521,All,All,All,Widowed,WA,53
West Virginia,20982,All,All,All,Never Married,WV,54
West Virginia,10774,All,All,All,Married,WV,54
West Virginia,7349,All,All,All,Divorced/Separated,WV,54
West Virginia,1324,All,All,All,Widowed,WV,54
Wisconsin,71182,All,All,All,Never Married,WI,55
Wisconsin,31602,All,All,All,Married,WI,55
Wisconsin,8930,All,All,All,Divorced/Separated,WI,55
Wisconsin,2618,All,All,All,Widowed,WI,55
Wyoming,13329,All,All,All,Never Married,WY,56
Wyoming,7707,All,All,All,Married,WY,56
Wyoming,2157,All,All,All,Divorced/Separated,WY,56
Wyoming,474,All,All,All,Widowed,WY,56
Alabama,9920,Female,0-17,All,All,AL,1
Alabama,16281,Female,18-24,All,All,AL,1
Alabama,10159,Female,25-34,All,All,AL,1
Alabama,6812,Female,35-44,All,All,AL,1
Alabama,4901,Female,45-54,All,All,AL,1
Alabama,4182,Female,55-64,All,All,AL,1
Alabama,4584,Female,65+,All,All,AL,1
Alabama,13598,Male,0-17,All,All,AL,1
Alabama,17947,Male,18-24,All,All,AL,1
Alabama,9756,Male,25-34,All,All,AL,1
Alabama,7924,Male,35-44,All,All,AL,1
Alabama,5578,Male,45-54,All,All,AL,1
Alabama,3861,Male,55-64,All,All,AL,1
Alabama,4804,Male,65+,All,All,AL,1
Alaska,4083,Female,0-17,All,All,AK,2
Alaska,1694,Female,18-24,All,All,AK,2
Alaska,4395,Female,25-34,All,All,AK,2
Alaska,2674,Female,35-44,All,All,AK,2
Alaska,835,Female,45-54,All,All,AK,2
Alaska,503,Female,55-64,All,All,AK,2
Alaska,401,Female,65+,All,All,AK,2
Alaska,4876,Male,0-17,All,All,AK,2
Alaska,4640,Male,18-24,All,All,AK,2
Alaska,4387,Male,25-34,All,All,AK,2
Alaska,3181,Male,35-44,All,All,AK,2
Alaska,2041,Male,45-54,All,All,AK,2
Alaska,1676,Male,55-64,All,All,AK,2
Alaska,247,Male,65+,All,All,AK,2
Arizona,16789,Female,0-17,All,All,AZ,4
Arizona,23777,Female,18-24,All,All,AZ,4
Arizona,25621,Female,25-34,All,All,AZ,4
Arizona,13387,Female,35-44,All,All,AZ,4
Arizona,10963,Female,45-54,All,All,AZ,4
Arizona,12094,Female,55-64,All,All,AZ,4
Arizona,21069,Female,65+,All,All,AZ,4
Arizona,18979,Male,0-17,All,All,AZ,4
Arizona,26383,Male,18-24,All,All,AZ,4
Arizona,26429,Male,25-34,All,All,AZ,4
Arizona,13491,Male,35-44,All,All,AZ,4
Arizona,12611,Male,45-54,All,All,AZ,4
Arizona,11626,Male,55-64,All,All,AZ,4
Arizona,17507,Male,65+,All,All,AZ,4
Arkansas,7238,Female,0-17,All,All,AR,5
Arkansas,9132,Female,18-24,All,All,AR,5
Arkansas,6881,Female,25-34,All,All,AR,5
Arkansas,3584,Female,35-44,All,All,AR,5
Arkansas,2451,Female,45-54,All,All,AR,5
Arkansas,3612,Female,55-64,All,All,AR,5
Arkansas,3170,Female,65+,All,All,AR,5
Arkansas,7119,Male,0-17,All,All,AR,5
Arkansas,8577,Male,18-24,All,All,AR,5
Arkansas,8440,Male,25-34,All,All,AR,5
Arkansas,4414,Male,35-44,All,All,AR,5
Arkansas,3890,Male,45-54,All,All,AR,5
Arkansas,3901,Male,55-64,All,All,AR,5
Arkansas,3336,Male,65+,All,All,AR,5
California,25703,Female,0-17,All,All,CA,6
California,47303,Female,18-24,All,All,CA,6
California,63899,Female,25-34,All,All,CA,6
California,26792,Female,35-44,All,All,CA,6
California,17071,Female,45-54,All,All,CA,6
California,11937,Female,55-64,All,All,CA,6
California,16825,Female,65+,All,All,CA,6
California,26701,Male,0-17,All,All,CA,6
California,49270,Male,18-24,All,All,CA,6
California,68709,Male,25-34,All,All,CA,6
California,30618,Male,35-44,All,All,CA,6
California,15733,Male,45-54,All,All,CA,6
California,11545,Male,55-64,All,All,CA,6
California,13088,Male,65+,All,All,CA,6
Colorado,18120,Female,0-17,All,All,CO,8
Colorado,25753,Female,18-24,All,All,CO,8
Colorado,34909,Female,25-34,All,All,CO,8
Colorado,13194,Female,35-44,All,All,CO,8
Colorado,7982,Female,45-54,All,All,CO,8
Colorado,8315,Female,55-64,All,All,CO,8
